website,category_1,confidence_1,category_2,confidence_2,error,status
penews.com,Business,0.7503581047,News/Media,0.5868557692,FALSE,200
ankiuser.net,Computers & Technology,0.1588946581,,,FALSE,200
gbworldwide.org,Religion & Spirituality,0.7311329246,Religion & Spirituality,0.6161141396,FALSE,200
playingoutfitprofile.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
chosic.com,Arts & Entertainment,0.6029552817,Arts & Entertainment,0.2758193016,FALSE,200
forms.google.com,Education/Reference,0.3208132386,Computers & Technology,0.1773193032,FALSE,200
sandbox.game,Gaming,0.8643667102,Financial Services,0.8335658908,FALSE,200
calculators.org,Education/Reference,0.9483522773,Science,0.3920514882,FALSE,200
iwm.org.uk,Education/Reference,0.8915180564,Arts & Entertainment,0.7362629771,FALSE,200
p.com,,,,,TRUE,410
fifarosters.com,Sports & Recreation,0.8451198339,Sports & Recreation,0.8423755169,FALSE,200
findresultsnow.co,Search Engines & Platforms,0.2712673545,Arts & Entertainment,0.1933680922,FALSE,200
lifewire.com,News/Media,0.8522094488,Shopping,0.1522560716,FALSE,200
geargenerator.com,Computers & Technology,0.3363135755,Automotive & Transportation,0.2894859016,FALSE,200
kingcomix.com,Adult,1,Arts & Entertainment,0.1082768664,FALSE,200
wordlecup.io,Gaming,0.7782676816,Gaming,0.5284534693,FALSE,200
purpleads.io,Search Engines & Platforms,0.3081378937,Advertising/Marketing,0.2247832268,FALSE,200
hypixel.net,Gaming,0.6758499146,Community Sites,0.19690153,FALSE,200
u7u9.com,Gaming,0.9177663326,Arts & Entertainment,0.708527267,FALSE,200
goodyfeed.com,News/Media,0.5722620487,Community Sites,0.215851739,FALSE,200
trashofthecountfamily.com,Arts & Entertainment,0.9928188324,Computers & Technology,0.4293108284,FALSE,200
twelvecupcakes.com,Restaurants & Dining,0.8333274126,Restaurants & Dining,0.7441222668,FALSE,200
gradesolutionportal.com,,,,,TRUE,411
gocoderz.com,Computers & Technology,0.6539034247,Education/Reference,0.5928277373,FALSE,200
random.org,Arts & Entertainment,0.1195711046,,,FALSE,200
rambler.ru,News/Media,0.6760159731,Computers & Technology,0.3233847022,FALSE,200
deepstatemap.live,Violence,0.9590789676,Education/Reference,0.7392469645,FALSE,200
omniscientreaders.online,,,,,TRUE,410
teamsdemo.com,,,,,TRUE,410
withoutcontrol.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
mercenaryenrollments.net,Arts & Entertainment,0.9953733087,Computers & Technology,0.3601837754,FALSE,200
black-tactical.com,Government & Legal,0.658020854,Weapons,0.6301073432,FALSE,200
widal-iro.com,,,,,TRUE,410
ecal.com,Computers & Technology,0.7170287967,Arts & Entertainment,0.1748625934,FALSE,200
serverbid.com,,,,,TRUE,410
kahootbot.org,Gaming,0.3374733627,Gaming,0.2555329204,FALSE,200
emirates.com,Automotive & Transportation,0.9488059878,Automotive & Transportation,0.1813688278,FALSE,200
paper-2.io,Gaming,0.7304436564,Gaming,0.6230515242,FALSE,200
proclamationgumadvocate.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
tutorialspoint.com,Computers & Technology,0.8960398436,Education/Reference,0.542907238,FALSE,200
gsght.com,,,,,TRUE,411
online-convert.com,Computers & Technology,0.3711512387,Computers & Technology,0.2404770553,FALSE,200
chaturbate.com,,,,,TRUE,411
messages.google.com,Email and Messaging,0.4976491928,Email and Messaging,0.2541589439,FALSE,200
royalcwsociety.org,Government & Legal,0.4590891898,Government & Legal,0.3713639975,FALSE,200
traveloka.com,Automotive & Transportation,0.5129105449,Automotive & Transportation,0.2319538742,FALSE,200
vice.com,Arts & Entertainment,0.3643637896,News/Media,0.2957728803,FALSE,200
vex5.io,Gaming,0.8789178133,Gaming,0.6157500744,FALSE,200
flocdn.com,,,,,TRUE,410
alphahistory.com,Education/Reference,0.8163039088,Education/Reference,0.2157391608,FALSE,200
games4.today,Gaming,0.8461551666,Gaming,0.6991673708,FALSE,200
www.outramsec.edu.sg,,,,,TRUE,410
spyfall.app,Gaming,0.377977401,Computers & Technology,0.2852292061,FALSE,200
gameinfo.io,Gaming,0.4306103289,Gaming,0.3062892854,FALSE,200
quizalize.com,Education/Reference,0.8367930055,Computers & Technology,0.5153616667,FALSE,200
coolmic.me,Arts & Entertainment,0.9319323301,Arts & Entertainment,0.1243120059,FALSE,200
nygh.edu.sg,Education/Reference,0.9709024429,,,FALSE,200
thephysicscafe.com,Education/Reference,0.8050701022,Education/Reference,0.4480440021,FALSE,200
xindingdianxsw.com,,,,,TRUE,410
saatchiart.com,Arts & Entertainment,0.6954855323,Arts & Entertainment,0.3735512197,FALSE,200
torreyatritolo.website,,,,,TRUE,410
pranx.com,Arts & Entertainment,0.5922216773,Arts & Entertainment,0.2347435504,FALSE,200
shp.ee,,,,,TRUE,411
jd.com,Shopping,0.8634972572,,,FALSE,200
basketballlegends.fun,,,,,TRUE,411
questtips.com,Search Engines & Platforms,0.8160378337,,,FALSE,200
tunnelrush2.io,Gaming,0.9046342373,Gaming,0.7411261201,FALSE,200
utah.edu,Education/Reference,0.9980760813,,,FALSE,200
feed-xml.com,,,,,TRUE,410
vexrobotics.com,Computers & Technology,0.8739716411,,,FALSE,200
b2clogin.com,,,,,TRUE,410
nard.ca,,,,,TRUE,410
click-v4.com,,,,,TRUE,410
displate.com,Arts & Entertainment,0.7728710771,Arts & Entertainment,0.6268072724,FALSE,200
123movies4u.tv,Arts & Entertainment,1,Arts & Entertainment,0.3816622794,FALSE,200
elb.com,,,,,TRUE,410
adjust.com,Computers & Technology,0.5035437942,Web-based Applications,0.4814723432,FALSE,200
jssl-leagues.com,Sports & Recreation,0.4308033884,Sports & Recreation,0.1524711549,FALSE,200
wagggs.org,Sports & Recreation,0.9256216288,Religion & Spirituality,0.2345826775,FALSE,200
tofugu.com,Education/Reference,1,Education/Reference,0.1864150017,FALSE,200
withmuu.com,Arts & Entertainment,0.9543492794,Arts & Entertainment,0.5327938199,FALSE,200
accuweather.com,News/Media,0.9730383158,,,FALSE,200
gamemix.com,Gaming,0.7333713174,Gaming,0.5266412497,FALSE,200
emumuendaku.info,,,,,TRUE,411
chemguide.co.uk,Science,0.9460802674,Education/Reference,0.1689637452,FALSE,200
tamil2lyrics.com,Arts & Entertainment,0.9880514145,Arts & Entertainment,0.9233469963,FALSE,200
swarmsim.com,Computers & Technology,0.8343909979,Gaming,0.4394830465,FALSE,200
playunblocked.com,,,,,TRUE,411
newstechia.com,Financial Services,0.8674701452,News/Media,0.73370713,FALSE,200
windows93.net,Computers & Technology,0.7411097288,Computers & Technology,0.1374119669,FALSE,200
bandwagon.asia,Arts & Entertainment,0.9806789756,Arts & Entertainment,0.2550162077,FALSE,200
novelfree.ml,,,,,TRUE,410
colorfle.com,Arts & Entertainment,0.3076289296,Arts & Entertainment,0.2080929875,FALSE,200
touch.org.sg,Religion & Spirituality,0.8712002635,Government & Legal,0.2332870662,FALSE,200
procreate.com,Computers & Technology,0.6697565317,News/Media,0.434176892,FALSE,200
starwars.com,Arts & Entertainment,0.9383846521,Arts & Entertainment,0.3191473186,FALSE,200
learnosity.com,Computers & Technology,0.7399405837,Education/Reference,0.6462473869,FALSE,200
defoulbryan.digital,,,,,TRUE,410
earthshaper.top,News/Media,0.4471078217,News/Media,0.3456730545,FALSE,200
banggood.com,Shopping,0.2252643853,Computers & Technology,0.1889665872,FALSE,200
123animes.mobi,,,,,TRUE,410
novaskin.me,Gaming,0.6914272904,Community Sites,0.3857847154,FALSE,200
idp.com,Education/Reference,0.9800277948,Education/Reference,0.5525975227,FALSE,200
shicheng.news,News/Media,0.5895940661,News/Media,0.3679702878,FALSE,200
untidyact.com,,,,,TRUE,410
export-download.com,,,,,TRUE,410
hammerhewer.top,News/Media,0.5322771072,News/Media,0.2628860474,FALSE,200
pleco.com,Computers & Technology,0.8472638726,Education/Reference,0.7954408526,FALSE,200
kidozplayer.com,,,,,TRUE,411
scienceshifu.com,Education/Reference,0.7133930922,Education/Reference,0.670892179,FALSE,200
tr-ex.me,Education/Reference,0.8202321529,Education/Reference,0.6294388771,FALSE,200
technologystudent.com,Computers & Technology,0.7587984204,Education/Reference,0.1980087608,FALSE,200
sawmanga.com,Arts & Entertainment,0.9945631027,Computers & Technology,0.2335225195,FALSE,200
mash.sg,Computers & Technology,0.9027457237,Arts & Entertainment,0.2491125166,FALSE,200
vevox.app,Computers & Technology,0.2509131134,Computers & Technology,0.2507735789,FALSE,200
crimsoneducation.org,Education/Reference,0.7297668457,Education/Reference,0.1740549058,FALSE,200
seikowatches.com,Shopping,0.9304075837,News/Media,0.1919915825,FALSE,200
surveys.com,Advertising/Marketing,0.2686109543,Advertising/Marketing,0.2406283319,FALSE,200
fridaytrivia.com,Arts & Entertainment,0.9454092979,Arts & Entertainment,0.2218600363,FALSE,200
owneriq.net,Computers & Technology,0.1898379922,News/Media,0.1281403452,FALSE,200
worldle.fr,,,,,TRUE,410
verywellfamily.com,Health & Medicine,1,,,FALSE,200
read-lookism.com,,,,,TRUE,411
theartstory.org,Arts & Entertainment,0.8728392124,,,FALSE,200
webrick.com,Shopping,0.9532630444,Business,0.1201374829,FALSE,200
scdn.co,,,,,TRUE,410
lambdatest.com,Computers & Technology,0.825894475,Computers & Technology,0.653717339,FALSE,200
myrecipes.com,Restaurants & Dining,0.8691002727,Education/Reference,0.1340120435,FALSE,200
eyauknalyticafra.info,,,,,TRUE,411
untap.in,Gaming,0.7353295088,Gaming,0.4752014577,FALSE,200
stock.com,Financial Services,0.2624122798,News/Media,0.1739992946,FALSE,200
goodsmile.info,Shopping,0.4623215795,Shopping,0.2234337181,FALSE,200
247chess.com,Gaming,0.9447310567,Gaming,0.8578839898,FALSE,200
internetgeography.net,Education/Reference,0.6939367056,Education/Reference,0.3859187663,FALSE,200
capcut-templates.com,,,,,TRUE,410
dewey-8d53751d98205e043ea4d7d1361878ff.read.com,,,,,TRUE,410
getemoji.com,Community Sites,0.8386688828,Email and Messaging,0.6426978111,FALSE,200
kakao.com,,,,,TRUE,411
apnews.com,News/Media,0.8572375774,News/Media,0.1454522759,FALSE,200
deghooda.net,,,,,TRUE,410
mee6.xyz,Gaming,0.3520337045,Email and Messaging,0.2300218493,FALSE,200
tate.org.uk,Arts & Entertainment,0.6438102126,Arts & Entertainment,0.5197239518,FALSE,200
apa.org,Science,0.9565407634,Business,0.7886289954,FALSE,200
ebaystatic.com,,,,,TRUE,410
canangafierier.uno,,,,,TRUE,411
greatmagereturns.com,Computers & Technology,0.7020459771,Arts & Entertainment,0.3711603582,FALSE,200
toyota.com.sg,Automotive & Transportation,0.9731988907,Automotive & Transportation,0.5897839069,FALSE,200
floopedu.com,Education/Reference,0.9170585871,Education/Reference,0.4342219532,FALSE,200
render.com,Web-based Applications,0.4125920534,Computers & Technology,0.3165290356,FALSE,200
reality-quest.online,Arts & Entertainment,0.9959155917,Computers & Technology,0.6184033155,FALSE,200
webex.com,Computers & Technology,0.9497799277,Webinars/E-learning,0.1640074849,FALSE,200
rigorer.store,Shopping,0.9451748133,Web-based Applications,0.4033555388,FALSE,200
twinfill.com,Automotive & Transportation,0.3011127114,Automotive & Transportation,0.1018998474,FALSE,200
hymnal.net,Religion & Spirituality,0.8089647889,Religion & Spirituality,0.1692477614,FALSE,200
bioninja.com.au,Science,0.3087119758,Gaming,0.1180189028,FALSE,200
wildwildwet.com,Travel,0.9886289835,Sports & Recreation,0.8407105207,FALSE,200
discoverresultsfast.com,Arts & Entertainment,0.2082792372,Search Engines & Platforms,0.1162608489,FALSE,200
mci.gov.sg,Government & Legal,0.8554071784,Government & Legal,0.192362681,FALSE,200
ww8.com,,,,,TRUE,410
sgjourney.gov.sg,Government & Legal,0.4838781953,,,FALSE,200
hongxiu.com,Computers & Technology,0.9891740084,,,FALSE,200
twigstandardexcursion.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
pricecharting.com,Arts & Entertainment,0.3062974811,Shopping,0.1976749301,FALSE,200
kbizoom.com,Arts & Entertainment,0.920522213,Arts & Entertainment,0.5104714036,FALSE,200
tradingview.com,News/Media,0.7865208387,Financial Services,0.6411498189,FALSE,200
tallship.com.sg,Automotive & Transportation,0.7878442407,Travel,0.4567637146,FALSE,200
tracker-2.com,,,,,TRUE,411
missing11.com,Sports & Recreation,0.6936624646,Gaming,0.3673238754,FALSE,200
cpcll.sg,Arts & Entertainment,0.3257687986,Education/Reference,0.2865553796,FALSE,200
woomy.app,Gaming,0.3783457577,Gaming,0.1636309326,FALSE,200
loatheskeletonethic.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
arch.lol,Community Sites,0.4054090083,Gaming,0.3173093498,FALSE,200
saveall.ai,Computers & Technology,0.6781781316,Education/Reference,0.4219024181,FALSE,200
logo.com,Arts & Entertainment,0.9059633017,Advertising/Marketing,0.5264317989,FALSE,200
ncase.me,Gaming,0.2886616886,Gaming,0.1620883495,FALSE,200
editchee.com,,,,,FALSE,200
read-kengan-ashura.com,Arts & Entertainment,0.9955907464,Computers & Technology,0.2562975287,FALSE,200
sciencenotes.org,Science,0.7130181789,Education/Reference,0.6336838603,FALSE,200
tistory.com,Blogs/Personal Sites,0.2268333733,Community Sites,0.1177789941,FALSE,200
when2meet.com,Computers & Technology,0.848156929,Education/Reference,0.630189538,FALSE,200
turito.com,Education/Reference,0.7903746963,Education/Reference,0.3575728834,FALSE,200
hangzhou2022.cn,Sports & Recreation,0.9816108942,,,FALSE,200
pfp.edu.sg,,,,,TRUE,410
bokuyaba.online,Arts & Entertainment,0.995872438,Computers & Technology,0.2790997326,FALSE,200
userreport.com,Web-based Applications,0.4717264175,Web-based Applications,0.3063189387,FALSE,200
beehiiv.com,Advertising/Marketing,0.3513174951,Web-based Applications,0.1892557144,FALSE,200
izito.com.sg,Search Engines & Platforms,0.8329575658,Computers & Technology,0.1103303432,FALSE,200
clc.gov.sg,Business,0.5241990089,Government & Legal,0.4675508142,FALSE,200
static.mysph.com.sg,,,,,TRUE,410
new.com,,,,,TRUE,0
pinkvilla.com,Arts & Entertainment,0.4749309719,,,FALSE,200
eclipseemu.me,Gaming,0.5165522099,Gaming,0.1898479909,FALSE,200
idohethisisathllea.com,,,,,TRUE,411
ebookrenta.com,Arts & Entertainment,0.9466588497,Computers & Technology,0.435590297,FALSE,200
touhouwiki.net,Gaming,0.3710155487,Education/Reference,0.2884851098,FALSE,200
ema.gov.sg,Government & Legal,0.8722586632,Business,0.5384580493,FALSE,200
iopsdepo.com,,,,,TRUE,410
gitmind.com,Computers & Technology,1,Computers & Technology,0.1995858252,FALSE,200
dreamwidth.org,Social Networking,0.2683527172,Community Sites,0.1303806007,FALSE,200
bullyfree.sg,Violence,0.9555912614,Sports & Recreation,0.6435784698,FALSE,200
threads.net,Social Networking,0.3880015016,Social Networking,0.3787713051,FALSE,200
bricksworld.com,Shopping,0.9553953409,,,FALSE,200
secretlab.sg,Business,0.7392342091,Computers & Technology,0.3231060207,FALSE,200
foldedabstinenceconsole.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
ad-score.com,Sports & Recreation,0.1179949269,,,FALSE,200
hsr.app,Web-based Applications,0.2626382709,,,FALSE,200
epfl.ch,Education/Reference,0.732565701,Health & Medicine,0.2213414162,FALSE,200
animeplyx.eu,,,,,TRUE,410
arkadiumhosted.com,,,,,TRUE,410
dollarsandsense.sg,Financial Services,0.2421331555,,,FALSE,200
myadcenter.google.com,Advertising/Marketing,0.1444236487,Search Engines & Platforms,0.1212680712,FALSE,200
tangram.sg,Arts & Entertainment,0.7243816853,Gaming,0.7134839296,FALSE,200
cathaypacific.com,Automotive & Transportation,0.9640820622,,,FALSE,200
owrkwilxbw.com,,,,,TRUE,411
namelymagnanimitycube.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
gartic.io,Gaming,0.6286869645,Gaming,0.4997757375,FALSE,200
googlefeud.com,Search Engines & Platforms,0.4680092931,Arts & Entertainment,0.1242889613,FALSE,200
csync-global.com,,,,,TRUE,410
animeheaven.ru,,,,,TRUE,410
brght.org,Arts & Entertainment,0.5870408416,Science,0.5600475073,FALSE,200
life.gov.sg,Government & Legal,0.7331757545,Government & Legal,0.3088409007,FALSE,200
e.com,,,,,TRUE,410
hingfruitiesma.info,,,,,TRUE,411
adsafeprotected.com,,,,,TRUE,410
schoology.com,Computers & Technology,0.7049577832,Education/Reference,0.3638325036,FALSE,200
wretchmilitantasia.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
animatedknots.com,Education/Reference,0.9160997272,Sports & Recreation,0.461107105,FALSE,200
beyond.org.sg,Religion & Spirituality,0.573261261,Government & Legal,0.4995907843,FALSE,200
thoughtcatalog.com,Arts & Entertainment,0.3003765345,Arts & Entertainment,0.2829762995,FALSE,200
smodin.io,Business,0.5566102862,Arts & Entertainment,0.4672028422,FALSE,200
markedbyteachers.com,Education/Reference,0.3882010877,Education/Reference,0.3581895828,FALSE,200
homage.sg,Health & Medicine,0.943949163,Health & Medicine,0.4163857698,FALSE,200
woopread.com,Computers & Technology,0.9190658331,Arts & Entertainment,0.1708969474,FALSE,200
best-casual-dates.life,Social Networking,0.246975556,Arts & Entertainment,0.1162169799,FALSE,200
wetransfer.com,File Sharing/P2P,0.9106485844,Social Networking,0.4442667365,FALSE,200
everleagues.com,Computers & Technology,0.7226057053,Email and Messaging,0.1192868501,FALSE,200
openingmetabound.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
campfirewriting.com,Computers & Technology,0.7054899931,Arts & Entertainment,0.2319469899,FALSE,200
helpguide.org,Health & Medicine,0.5786058307,Health & Medicine,0.2718277872,FALSE,200
rastargames.com,Gaming,0.4548233449,Computers & Technology,0.2953604162,FALSE,200
365chess.com,Gaming,0.9771988392,Gaming,0.8809005618,FALSE,200
studiobinder.com,Arts & Entertainment,0.8815432787,Computers & Technology,0.7469047308,FALSE,200
sg.news.com,,,,,TRUE,410
edutv.sg,Education/Reference,0.2857293189,Arts & Entertainment,0.217259407,FALSE,200
catalogue.gov.sg,,,,,TRUE,410
streamcheck.link,,,,,TRUE,411
tutopiya.com,Education/Reference,0.7342897654,Education/Reference,0.6249953508,FALSE,200
swisscottagesec.edu.sg,,,,,TRUE,410
cchmunofficial.site,,,,,TRUE,410
crazykingdom.com,,,,,TRUE,410
gloves.custom.com,,,,,TRUE,410
sometics.com,Social Networking,0.3170529604,Social Networking,0.2763829529,FALSE,200
sheets.new,Computers & Technology,0.5447784662,,,FALSE,200
bentleymotors.com,Automotive & Transportation,0.9930613637,Automotive & Transportation,0.360496372,FALSE,200
venusbeauty.com.sg,Health & Medicine,0.4482287467,Arts & Entertainment,0.1914764941,FALSE,200
appnebula.co,Religion & Spirituality,0.9991468787,Arts & Entertainment,0.2158002108,FALSE,200
chemequations.com,Science,0.8277637959,Education/Reference,0.1783675402,FALSE,200
supabase.co,Computers & Technology,0.5330934525,Freeware/Software,0.5240039229,FALSE,200
logly.co.jp,Advertising/Marketing,0.2541530132,Advertising/Marketing,0.121495761,FALSE,200
